datetime,0to15,15to30,30to45,45to60,average,production,temperture,wind_velocity,humidity,rainfall,weather_cost,day,productivity,night/day_pay
2021-03-04 05:00:00,85,78,91,107,90,26,3.5,2.1,82,0.0,167.2,4,0.072022161,1.5
2021-03-04 06:00:00,118,112,105,100,109,16,3.3,1.1,83,0.0,167.2,4,0.036781609,1.5
2021-03-04 07:00:00,110,125,142,136,128,1771,3.7,1.6,83,0.0,167.2,4,3.452241715,1.5
2021-03-04 08:00:00,154,153,159,159,156,469,4.7,1.3,80,0.0,167.2,4,0.7504,1.5
2021-03-04 09:00:00,158,158,159,166,160,1343,5.8,0.6,79,0.0,167.2,4,2.095163807,1.0
2021-03-04 10:00:00,127,158,173,168,157,790,7.5,1.5,75,0.0,167.2,4,1.261980831,1.0
2021-03-04 11:00:00,141,150,155,149,149,1291,8.7,2.2,66,0.0,167.2,4,2.169747899,1.0
2021-03-04 12:00:00,81,64,94,118,89,0,11.1,1.0,63,0.0,167.2,4,0.0,1.0
2021-03-04 13:00:00,158,158,154,151,155,903,11.7,1.1,65,0.0,167.2,4,1.45410628,1.0
2021-03-04 14:00:00,143,154,151,160,152,757,12.8,0.8,62,0.0,167.2,4,1.245065789,1.0
2021-03-04 15:00:00,125,142,144,149,140,976,13.0,2.0,66,0.0,167.2,4,1.742857143,1.0
2021-03-04 16:00:00,140,141,145,140,142,1605,12.8,2.6,71,0.0,167.2,4,2.835689046,1.0
2021-03-04 17:00:00,105,103,138,143,122,251,12.6,1.8,72,0.0,167.2,4,0.513292434,1.0
2021-03-04 18:00:00,139,138,135,145,139,615,12.0,1.5,76,0.0,167.2,4,1.104129264,1.5
2021-03-04 19:00:00,135,119,103,94,113,2126,11.2,1.0,85,0.0,167.2,4,4.713968958,1.5
2021-03-04 20:00:00,91,96,105,111,101,1,10.2,1.7,97,1.3,167.2,4,0.00248139,1.5
2021-03-04 21:00:00,110,105,109,109,108,171,9.1,2.5,96,1.3,167.2,4,0.394919169,1.5
2021-03-04 22:00:00,96,111,111,109,107,16,8.7,1.3,97,1.3,167.2,4,0.037470726,1.5
2021-03-04 23:00:00,109,112,102,65,97,242,8.4,1.2,98,1.3,167.2,4,0.62371134,1.5
2021-03-05 00:00:00,22,22,26,26,24,0,8.3,1.8,97,1.4,167.2,5,0.0,1.5
2021-03-05 01:00:00,21,21,21,22,21,0,8.1,1.6,97,0.1,167.2,5,0.0,1.5
2021-03-05 02:00:00,21,21,21,22,21,0,8.3,1.8,95,0.1,167.2,5,0.0,1.5
2021-03-05 03:00:00,22,22,22,24,23,0,8.3,2.1,93,0.1,167.2,5,0.0,1.5
2021-03-05 04:00:00,26,24,22,21,23,0,8.3,1.6,94,0.1,167.2,5,0.0,1.5
2021-03-05 05:00:00,21,21,21,22,21,0,8.5,3.1,93,0.1,167.2,5,0.0,1.5
2021-03-05 06:00:00,22,21,21,21,21,0,8.9,2.3,91,0.1,167.2,5,0.0,1.5
2021-03-05 07:00:00,21,26,26,22,24,0,8.6,2.3,88,0.1,167.2,5,0.0,1.5
2021-03-05 08:00:00,21,21,21,21,21,0,8.8,2.8,89,0.1,167.2,5,0.0,1.5
2021-03-05 09:00:00,21,21,21,21,21,0,8.9,1.8,92,0.1,167.2,5,0.0,1.0
2021-03-05 10:00:00,21,21,22,26,23,0,9.5,1.7,96,0.2,167.2,5,0.0,1.0
2021-03-05 11:00:00,25,21,21,21,22,0,11.3,2.4,90,0.2,167.2,5,0.0,1.0
2021-03-05 12:00:00,21,21,21,21,21,0,13.0,2.1,82,0.2,167.2,5,0.0,1.0
2021-03-05 13:00:00,21,21,21,21,21,0,15.3,2.4,72,0.2,167.2,5,0.0,1.0
2021-03-05 14:00:00,24,25,21,21,23,0,15.4,2.7,71,0.2,167.2,5,0.0,1.0
2021-03-05 15:00:00,21,21,21,21,21,0,16.8,2.5,67,0.2,167.2,5,0.0,1.0
2021-03-05 16:00:00,21,21,21,21,21,0,15.9,3.2,67,0.2,167.2,5,0.0,1.0
2021-03-05 17:00:00,24,26,22,21,23,0,14.9,2.7,70,0.2,167.2,5,0.0,1.0
2021-03-05 18:00:00,21,21,21,21,21,0,14.1,0.8,74,0.2,167.2,5,0.0,1.5
2021-03-05 19:00:00,21,21,21,21,21,0,12.8,0.4,82,0.2,167.2,5,0.0,1.5
2021-03-05 20:00:00,22,26,24,21,23,0,12.5,1.5,90,0.2,167.2,5,0.0,1.5
2021-03-05 21:00:00,21,21,21,22,21,0,11.2,1.6,97,0.2,167.2,5,0.0,1.5
2021-03-05 22:00:00,21,21,21,21,21,0,10.4,0.3,98,0.2,167.2,5,0.0,1.5
2021-03-05 23:00:00,21,24,26,25,24,0,10.5,0.8,98,0.2,167.2,5,0.0,1.5
2021-03-06 00:00:00,63,63,64,63,63,36,11.1,1.9,92,0.2,167.2,6,0.14229249,1.5
2021-03-06 01:00:00,96,93,116,113,105,71,10.5,0.2,77,0.0,167.2,6,0.169856459,1.5
2021-03-06 02:00:00,106,96,106,107,104,290,11.6,2.3,57,0.0,167.2,6,0.698795181,1.5
2021-03-06 03:00:00,92,110,110,109,105,120,11.5,2.8,56,0.0,167.2,6,0.285035629,1.5
2021-03-06 04:00:00,108,105,106,108,107,4,11.3,3.4,57,0.0,167.2,6,0.009367681,1.5
2021-03-06 05:00:00,89,83,99,98,92,160,11.0,3.2,60,0.0,167.2,6,0.433604336,1.5
2021-03-06 06:00:00,102,111,110,103,107,213,10.7,3.5,74,0.0,167.2,6,0.5,1.5
2021-03-06 07:00:00,92,75,48,29,61,1468,10.4,3.6,77,0.0,167.2,6,6.016393443,1.5
2021-03-06 08:00:00,27,25,22,22,24,0,10.0,4.3,77,0.0,167.2,6,0.0,1.5
2021-03-06 09:00:00,22,22,22,22,22,0,9.0,4.4,79,0.0,167.2,6,0.0,1.0
2021-03-06 10:00:00,22,22,22,22,22,0,7.8,3.4,85,0.0,167.2,6,0.0,1.0
2021-03-06 11:00:00,22,23,28,27,25,0,7.0,3.7,84,0.0,167.2,6,0.0,1.0
2021-03-06 12:00:00,22,23,22,22,22,0,6.7,4.3,78,0.0,167.2,6,0.0,1.0
2021-03-06 13:00:00,22,23,22,22,22,0,6.4,3.6,78,0.0,167.2,6,0.0,1.0
2021-03-06 14:00:00,22,23,22,23,23,0,5.2,4.1,91,0.0,167.2,6,0.0,1.0
2021-03-06 15:00:00,28,26,23,22,25,0,4.7,3.5,93,0.0,167.2,6,0.0,1.0
2021-03-06 16:00:00,23,23,22,23,23,0,4.2,3.8,96,0.9,167.2,6,0.0,1.0
2021-03-06 17:00:00,22,22,22,23,22,0,4.0,3.2,96,1.2,167.2,6,0.0,1.0
2021-03-06 18:00:00,22,23,27,27,25,0,3.6,3.1,97,1.5,167.2,6,0.0,1.5
2021-03-06 19:00:00,22,22,22,22,22,0,4.2,3.1,87,1.5,167.2,6,0.0,1.5
2021-03-06 20:00:00,22,22,22,22,22,0,4.2,2.9,85,1.5,167.2,6,0.0,1.5
2021-03-06 21:00:00,23,22,22,27,24,0,4.3,2.3,84,1.5,167.2,6,0.0,1.5
2021-03-06 22:00:00,26,22,22,22,23,0,4.5,1.9,82,1.5,167.2,6,0.0,1.5
2021-03-06 23:00:00,22,22,22,22,22,0,4.4,2.3,82,1.5,167.2,6,0.0,1.5
2021-03-07 00:00:00,22,22,22,25,23,0,4.3,2.7,82,1.5,167.2,7,0.0,1.5
2021-03-07 01:00:00,26,22,22,22,23,0,4.1,2.8,84,0.0,167.2,7,0.0,1.5
2021-03-07 02:00:00,22,22,22,22,22,0,4.1,2.8,82,0.0,167.2,7,0.0,1.5
2021-03-07 03:00:00,22,22,22,23,22,0,4.2,2.1,80,0.0,167.2,7,0.0,1.5
2021-03-07 04:00:00,22,24,27,22,24,0,4.2,3.0,79,0.0,167.2,7,0.0,1.5
2021-03-07 05:00:00,22,22,22,22,22,0,4.3,2.1,76,0.0,167.2,7,0.0,1.5
2021-03-07 06:00:00,22,22,22,22,22,0,4.4,2.3,74,0.0,167.2,7,0.0,1.5
2021-03-07 07:00:00,24,44,67,90,56,0,4.3,2.2,74,0.0,167.2,7,0.0,1.5
2021-03-07 08:00:00,151,169,182,182,171,0,4.5,2.7,73,0.0,167.2,7,0.0,1.5
2021-03-07 09:00:00,179,166,157,162,166,0,4.8,2.1,72,0.0,167.2,7,0.0,1.0
2021-03-07 10:00:00,137,176,159,171,161,0,5.0,2.7,69,0.0,167.2,7,0.0,1.0
2021-03-07 11:00:00,169,170,166,168,168,0,5.3,3.3,65,0.0,167.2,7,0.0,1.0
2021-03-07 12:00:00,120,105,106,129,115,0,6.0,2.5,63,0.0,167.2,7,0.0,1.0
2021-03-07 13:00:00,169,173,182,175,175,0,6.7,3.1,59,0.0,167.2,7,0.0,1.0
2021-03-07 14:00:00,165,176,180,177,175,0,8.1,2.9,57,0.0,167.2,7,0.0,1.0
2021-03-07 15:00:00,135,166,175,174,163,0,7.4,3.7,60,0.0,167.2,7,0.0,1.0
2021-03-07 16:00:00,158,166,164,173,165,0,7.1,3.1,63,0.0,167.2,7,0.0,1.0
2021-03-07 17:00:00,123,118,151,151,136,0,6.8,2.3,66,0.0,167.2,7,0.0,1.0
2021-03-07 18:00:00,154,158,154,143,152,0,6.1,2.0,69,0.0,167.2,7,0.0,1.5
2021-03-07 19:00:00,141,147,131,99,130,0,5.8,1.2,71,0.0,167.2,7,0.0,1.5
2021-03-07 20:00:00,101,114,108,110,108,0,5.4,0.7,74,0.0,167.2,7,0.0,1.5
2021-03-07 21:00:00,110,113,110,111,111,0,5.1,0.9,75,0.0,167.2,7,0.0,1.5
2021-03-07 22:00:00,84,100,98,97,95,0,4.2,1.3,79,0.0,167.2,7,0.0,1.5
2021-03-07 23:00:00,110,106,100,77,98,0,4.0,1.4,81,0.0,167.2,7,0.0,1.5
2021-03-08 00:00:00,64,63,63,62,63,0,3.5,0.8,83,0.0,167.2,1,0.0,1.5
2021-03-08 01:00:00,87,94,105,110,99,0,3.8,0.6,82,0.0,167.2,1,0.0,1.5
2021-03-08 02:00:00,104,98,98,111,103,0,3.3,1.5,85,0.0,167.2,1,0.0,1.5
2021-03-08 03:00:00,90,105,99,104,100,0,2.0,0.4,88,0.0,167.2,1,0.0,1.5
2021-03-08 04:00:00,105,105,100,110,105,0,2.5,0.7,89,0.0,167.2,1,0.0,1.5
2021-03-08 05:00:00,82,72,94,101,87,0,2.3,1.3,89,0.0,167.2,1,0.0,1.5
2021-03-08 06:00:00,109,104,96,81,98,0,2.3,0.8,89,0.0,167.2,1,0.0,1.5
2021-03-08 07:00:00,72,77,107,117,93,0,1.8,1.1,95,0.0,167.2,1,0.0,1.5
2021-03-08 08:00:00,141,154,161,160,154,369,4.1,2.0,83,0.0,167.2,1,0.599025974,1.5
2021-03-08 09:00:00,165,160,160,156,160,434,5.7,1.0,77,0.0,167.2,1,0.677067083,1.0
2021-03-08 10:00:00,127,153,138,150,142,286,8.9,1.6,67,0.0,167.2,1,0.503521127,1.0
2021-03-08 11:00:00,159,160,167,171,164,1740,9.9,2.3,64,0.0,167.2,1,2.648401826,1.0
2021-03-08 12:00:00,106,87,94,124,103,120,10.7,3.6,56,0.0,167.2,1,0.291970803,1.0
2021-03-08 13:00:00,157,174,168,160,165,1771,9.9,3.6,60,0.0,167.2,1,2.687405159,1.0
2021-03-08 14:00:00,156,164,167,176,166,1976,10.7,3.9,57,0.0,167.2,1,2.980392157,1.0
2021-03-08 15:00:00,139,173,153,180,161,1024,10.2,3.8,62,0.0,167.2,1,1.587596899,1.0
2021-03-08 16:00:00,150,166,164,152,158,1002,9.1,3.1,66,0.0,167.2,1,1.585443038,1.0
2021-03-08 17:00:00,127,110,147,161,136,736,8.4,3.7,68,0.0,167.2,1,1.350458716,1.0
2021-03-08 18:00:00,150,156,152,157,154,1891,8.0,3.1,68,0.0,167.2,1,3.074796748,1.5
2021-03-08 19:00:00,155,144,140,128,142,2879,7.3,1.4,71,0.0,167.2,1,5.077601411,1.5
2021-03-08 20:00:00,134,132,117,132,129,10,7.1,2.0,71,0.0,167.2,1,0.019417476,1.5
2021-03-08 21:00:00,132,123,116,114,121,15,6.1,1.3,75,0.0,167.2,1,0.030927835,1.5
2021-03-08 22:00:00,91,109,115,113,107,95,6.1,1.8,74,0.0,167.2,1,0.221962617,1.5
2021-03-08 23:00:00,105,114,104,82,101,14,5.8,0.7,75,0.0,167.2,1,0.034567901,1.5
2021-03-09 00:00:00,72,69,65,65,68,0,4.9,1.9,79,0.0,167.2,2,0.0,1.5
2021-03-09 01:00:00,92,97,103,103,99,54,4.1,0.8,83,0.0,167.2,2,0.136708861,1.5
2021-03-09 02:00:00,107,106,99,103,104,192,4.4,2.3,83,0.0,167.2,2,0.462650602,1.5
2021-03-09 03:00:00,92,109,113,99,103,70,4.5,1.4,81,0.0,167.2,2,0.169491525,1.5
2021-03-09 04:00:00,96,101,100,101,100,30,4.5,1.9,81,0.0,167.2,2,0.075376884,1.5
2021-03-09 05:00:00,84,73,90,91,85,84,4.8,2.8,79,0.0,167.2,2,0.24852071,1.5
2021-03-09 06:00:00,102,100,106,105,103,244,4.0,0.7,83,0.0,167.2,2,0.590799031,1.5
2021-03-09 07:00:00,105,115,150,140,128,825,4.0,1.0,86,0.0,167.2,2,1.617647059,1.5
2021-03-09 08:00:00,158,169,174,174,169,552,5.2,0.8,82,0.0,167.2,2,0.817777778,1.5
2021-03-09 09:00:00,168,179,178,164,172,727,6.7,1.0,76,0.0,167.2,2,1.055152395,1.0
2021-03-09 10:00:00,135,180,178,172,166,688,8.3,1.1,70,0.0,167.2,2,1.034586466,1.0
2021-03-09 11:00:00,168,166,178,174,172,1359,9.9,1.4,62,0.0,167.2,2,1.981049563,1.0
2021-03-09 12:00:00,119,102,96,122,110,20,11.3,1.4,58,0.0,167.2,2,0.045558087,1.0
2021-03-09 13:00:00,159,162,175,181,169,851,12.4,2.4,47,0.0,167.2,2,1.257016248,1.0
2021-03-09 14:00:00,168,160,163,170,165,5260,13.8,1.9,43,0.0,167.2,2,7.957639939,1.0
2021-03-09 15:00:00,129,170,168,164,158,835,14.0,3.2,51,0.0,167.2,2,1.323296355,1.0
2021-03-09 16:00:00,159,146,144,154,151,1622,12.9,3.0,60,0.0,167.2,2,2.689883914,1.0
2021-03-09 17:00:00,108,104,144,161,129,114,11.6,3.4,66,0.0,167.2,2,0.220502901,1.0
2021-03-09 18:00:00,156,156,161,145,155,1264,11.0,2.6,69,0.0,167.2,2,2.045307443,1.5
2021-03-09 19:00:00,148,136,131,111,132,2191,10.7,0.8,73,0.0,167.2,2,4.16539924,1.5
2021-03-09 20:00:00,106,112,106,113,109,59,9.6,1.4,78,0.0,167.2,2,0.135011442,1.5
2021-03-09 21:00:00,107,110,100,103,105,209,9.2,1.6,81,0.0,167.2,2,0.497619048,1.5
2021-03-09 22:00:00,87,102,106,109,101,194,8.7,0.7,75,0.0,167.2,2,0.48019802,1.5
2021-03-09 23:00:00,106,95,98,79,95,48,9.2,0.9,60,0.0,167.2,2,0.126984127,1.5
2021-03-10 00:00:00,64,64,64,67,65,0,9.6,1.6,49,0.0,167.2,3,0.0,1.5
2021-03-10 01:00:00,96,107,104,103,103,240,9.1,1.5,48,0.0,167.2,3,0.585365854,1.5
2021-03-10 02:00:00,103,109,101,104,104,418,8.5,1.8,49,0.0,167.2,3,1.002398082,1.5
2021-03-10 03:00:00,89,104,100,104,99,0,7.8,3.1,49,0.0,167.2,3,0.0,1.5
2021-03-10 04:00:00,108,106,106,104,106,81,7.7,3.4,48,0.0,167.2,3,0.191037736,1.5
2021-03-10 05:00:00,94,81,91,98,91,10,7.3,3.8,48,0.0,167.2,3,0.027472527,1.5
2021-03-10 06:00:00,106,100,102,107,104,194,6.8,3.6,49,0.0,167.2,3,0.46746988,1.5
2021-03-10 07:00:00,106,106,131,131,119,830,7.0,3.6,49,0.0,167.2,3,1.751054852,1.5
2021-03-10 08:00:00,142,157,156,165,155,115,8.6,3.0,62,0.0,167.2,3,0.185483871,1.5
2021-03-10 09:00:00,166,163,169,166,166,1503,10.2,4.4,60,0.0,167.2,3,2.263554217,1.0
2021-03-10 10:00:00,134,169,177,175,164,918,10.6,4.2,57,0.0,167.2,3,1.401526718,1.0
2021-03-10 11:00:00,161,149,168,165,161,1057,11.9,2.9,50,0.0,167.2,3,1.643856921,1.0
2021-03-10 12:00:00,116,101,102,125,111,40,11.7,3.7,52,0.0,167.2,3,0.09009009,1.0
2021-03-10 13:00:00,158,145,156,151,153,802,11.7,3.3,54,0.0,167.2,3,1.314754098,1.0
2021-03-10 14:00:00,153,162,169,165,162,1522,12.1,4.0,46,0.0,167.2,3,2.345146379,1.0
2021-03-10 15:00:00,128,162,161,158,152,1007,11.5,3.8,47,0.0,167.2,3,1.653530378,1.0
2021-03-10 16:00:00,154,156,150,150,153,231,11.2,3.5,45,0.0,167.2,3,0.378688525,1.0
2021-03-10 17:00:00,123,118,143,135,130,1283,10.1,3.9,52,0.0,167.2,3,2.472061657,1.0
2021-03-10 18:00:00,122,123,123,121,122,854,9.1,2.8,55,0.0,167.2,3,1.746421268,1.5
2021-03-10 19:00:00,120,123,122,128,123,2332,8.1,2.0,58,0.0,167.2,3,4.730223124,1.5
2021-03-10 20:00:00,122,124,142,145,133,14,7.7,1.7,59,0.0,167.2,3,0.026266417,1.5
2021-03-10 21:00:00,141,132,128,115,129,8,7.0,0.6,62,0.0,167.2,3,0.015503876,1.5
2021-03-10 22:00:00,108,124,122,116,118,60,6.1,1.3,66,0.0,167.2,3,0.127659574,1.5
2021-03-10 23:00:00,115,113,103,88,105,0,4.7,0.5,72,0.0,167.2,3,0.0,1.5
2021-03-11 00:00:00,72,70,69,68,70,0,4.7,0.5,72,0.0,167.2,4,0.0,1.5
2021-03-11 01:00:00,100,103,112,113,107,698,4.4,1.0,74,0.0,167.2,4,1.630841121,1.5
2021-03-11 02:00:00,106,95,105,111,104,102,3.8,1.6,77,0.0,167.2,4,0.244604317,1.5
2021-03-11 03:00:00,98,107,103,96,101,97,4.0,1.1,76,0.0,167.2,4,0.24009901,1.5
2021-03-11 04:00:00,113,114,110,108,111,200,2.7,0.6,85,0.0,167.2,4,0.449438202,1.5
2021-03-11 05:00:00,83,76,97,103,90,18,3.4,2.0,84,0.0,167.2,4,0.050139276,1.5
2021-03-11 06:00:00,107,107,107,100,105,1240,2.0,0.4,90,0.0,167.2,4,2.945368171,1.5
2021-03-11 07:00:00,113,127,149,143,133,336,2.9,0.2,89,0.0,167.2,4,0.631578947,1.5
2021-03-11 08:00:00,155,175,171,169,168,875,4.5,0.5,86,0.0,167.2,4,1.305970149,1.5
2021-03-11 09:00:00,172,157,168,175,168,1337,6.5,1.4,76,0.0,167.2,4,1.989583333,1.0
2021-03-11 10:00:00,127,165,168,164,156,1430,10.0,1.0,62,0.0,167.2,4,2.291666667,1.0
2021-03-11 11:00:00,174,165,168,164,168,3577,12.1,1.5,55,0.0,167.2,4,5.330849478,1.0
2021-03-11 12:00:00,108,93,93,122,104,109,13.4,1.6,30,0.0,167.2,4,0.262019231,1.0
2021-03-11 13:00:00,160,149,155,150,154,463,14.9,2.6,32,0.0,167.2,4,0.754071661,1.0
2021-03-11 14:00:00,160,157,160,157,159,643,14.9,2.3,51,0.0,167.2,4,1.014195584,1.0
2021-03-11 15:00:00,126,159,160,153,150,577,13.7,2.9,60,0.0,167.2,4,0.964882943,1.0
2021-03-11 16:00:00,153,151,163,160,157,720,13.9,3.1,62,0.0,167.2,4,1.148325359,1.0
2021-03-11 17:00:00,119,107,158,159,136,532,13.3,2.2,67,0.0,167.2,4,0.979742173,1.0
2021-03-11 18:00:00,152,143,145,139,145,1032,12.3,2.4,74,0.0,167.2,4,1.78238342,1.5
2021-03-11 19:00:00,142,135,142,125,136,3434,11.9,1.3,80,0.0,167.2,4,6.3125,1.5
2021-03-11 20:00:00,113,120,130,120,121,1,11.6,0.9,81,0.0,167.2,4,0.002070393,1.5
2021-03-11 21:00:00,116,106,111,104,109,392,11.3,1.0,83,0.0,167.2,4,0.897025172,1.5
2021-03-11 22:00:00,92,105,110,109,104,20,11.2,1.1,83,0.0,167.2,4,0.048076923,1.5
2021-03-11 23:00:00,101,110,105,83,100,66,10.6,1.1,85,0.0,167.2,4,0.165413534,1.5
2021-03-12 00:00:00,22,22,26,26,24,0,10.9,2.0,81,0.0,167.2,5,0.0,1.5
2021-03-12 01:00:00,21,21,21,22,21,0,10.4,1.4,84,0.0,167.2,5,0.0,1.5
2021-03-12 02:00:00,21,21,21,22,21,0,9.8,0.9,89,0.2,167.2,5,0.0,1.5
2021-03-12 03:00:00,22,22,22,24,23,0,9.2,3.2,97,1.5,167.2,5,0.0,1.5
2021-03-12 04:00:00,26,24,22,21,23,0,9.5,3.0,94,1.8,167.2,5,0.0,1.5
2021-03-12 05:00:00,21,21,21,22,21,0,9.1,2.9,97,2.8,167.2,5,0.0,1.5
2021-03-12 06:00:00,22,21,21,21,21,0,8.9,3.2,98,3.8,167.2,5,0.0,1.5
2021-03-12 07:00:00,21,26,26,22,24,0,8.6,3.4,98,5.2,167.2,5,0.0,1.5
2021-03-12 08:00:00,21,21,21,21,21,0,8.3,2.0,98,9.0,167.2,5,0.0,1.5
2021-03-12 09:00:00,21,21,21,21,21,0,8.5,1.1,98,11.0,167.2,5,0.0,1.0
2021-03-12 10:00:00,21,21,22,26,23,0,9.6,3.1,98,11.8,167.2,5,0.0,1.0
2021-03-12 11:00:00,25,21,21,21,22,0,10.0,3.9,98,12.2,167.2,5,0.0,1.0
2021-03-12 12:00:00,21,21,21,21,21,0,10.4,2.9,98,12.8,167.2,5,0.0,1.0
2021-03-12 13:00:00,21,21,21,21,21,0,10.7,2.5,98,16.2,167.2,5,0.0,1.0
2021-03-12 14:00:00,24,25,21,21,23,0,10.9,3.4,98,19.9,167.2,5,0.0,1.0
2021-03-12 15:00:00,21,21,21,21,21,0,10.8,3.4,98,22.3,167.2,5,0.0,1.0
2021-03-12 16:00:00,21,21,21,21,21,0,10.0,3.7,98,25.3,167.2,5,0.0,1.0
2021-03-12 17:00:00,24,26,22,21,23,0,10.0,3.3,98,27.3,167.2,5,0.0,1.0
2021-03-12 18:00:00,21,21,21,21,21,0,9.9,3.3,98,29.2,167.2,5,0.0,1.5
2021-03-12 19:00:00,21,21,21,21,21,0,10.1,4.5,90,29.3,167.2,5,0.0,1.5
2021-03-12 20:00:00,22,26,24,21,23,0,9.6,3.4,88,29.3,167.2,5,0.0,1.5
2021-03-12 21:00:00,21,21,21,22,21,0,8.8,3.9,95,29.4,167.2,5,0.0,1.5
2021-03-12 22:00:00,21,21,21,21,21,0,8.4,4.3,95,29.4,167.2,5,0.0,1.5
2021-03-12 23:00:00,21,24,26,25,24,0,8.5,4.0,90,29.4,167.2,5,0.0,1.5
2021-03-13 00:00:00,63,63,64,63,63,0,9.0,3.9,84,29.4,167.2,6,0.0,1.5
2021-03-13 01:00:00,96,93,116,113,105,95,9.1,3.6,85,0.0,167.2,6,0.227272727,1.5
2021-03-13 02:00:00,106,96,106,107,104,120,9.0,3.5,81,0.0,167.2,6,0.289156627,1.5
2021-03-13 03:00:00,92,110,110,109,105,76,8.8,3.3,79,0.0,167.2,6,0.180522565,1.5
2021-03-13 04:00:00,108,105,106,108,107,20,8.6,3.4,79,0.0,167.2,6,0.046838407,1.5
2021-03-13 05:00:00,89,83,99,98,92,22,8.5,3.9,77,0.0,167.2,6,0.059620596,1.5
2021-03-13 06:00:00,102,111,110,103,107,107,8.5,4.0,76,0.0,167.2,6,0.251173709,1.5
2021-03-13 07:00:00,92,75,48,29,61,1164,8.2,3.3,76,0.0,167.2,6,4.770491803,1.5
2021-03-13 08:00:00,27,25,22,22,24,2,8.4,3.5,75,0.0,167.2,6,0.020833333,1.5
2021-03-13 09:00:00,22,22,22,22,22,0,9.4,3.8,71,0.0,167.2,6,0.0,1.0
2021-03-13 10:00:00,22,22,22,22,22,0,10.3,3.0,66,0.0,167.2,6,0.0,1.0
2021-03-13 11:00:00,22,23,28,27,25,0,11.4,2.6,63,0.0,167.2,6,0.0,1.0
2021-03-13 12:00:00,22,23,22,22,22,0,11.8,3.5,57,0.0,167.2,6,0.0,1.0
2021-03-13 13:00:00,22,23,22,22,22,0,13.4,3.1,54,0.0,167.2,6,0.0,1.0
2021-03-13 14:00:00,22,23,22,23,23,0,13.2,3.4,51,0.0,167.2,6,0.0,1.0
2021-03-13 15:00:00,28,26,23,22,25,0,12.7,3.7,56,0.0,167.2,6,0.0,1.0
2021-03-13 16:00:00,23,23,22,23,23,0,12.0,2.9,66,0.0,167.2,6,0.0,1.0
2021-03-13 17:00:00,22,22,22,23,22,0,11.1,3.4,71,0.0,167.2,6,0.0,1.0
2021-03-13 18:00:00,22,23,27,27,25,0,10.4,2.3,74,0.0,167.2,6,0.0,1.5
2021-03-13 19:00:00,22,22,22,22,22,0,9.7,1.7,76,0.0,167.2,6,0.0,1.5
2021-03-13 20:00:00,22,22,22,22,22,4,9.4,0.9,77,0.0,167.2,6,0.045454545,1.5
2021-03-13 21:00:00,23,22,22,27,24,0,9.2,0.9,79,0.0,167.2,6,0.0,1.5
2021-03-13 22:00:00,26,22,22,22,23,0,9.0,0.8,80,0.0,167.2,6,0.0,1.5
2021-03-13 23:00:00,22,22,22,22,22,0,7.8,1.1,85,0.0,167.2,6,0.0,1.5
2021-03-14 00:00:00,22,22,22,22,22,0,7.4,0.7,87,0.0,167.2,7,0.0,1.5
2021-03-14 01:00:00,22,23,22,22,22,0,7.2,1.9,90,0.0,167.2,7,0.0,1.5
2021-03-14 02:00:00,22,27,26,22,24,0,6.3,1.0,94,0.0,167.2,7,0.0,1.5
2021-03-14 03:00:00,22,22,22,22,22,0,6.2,0.8,98,0.0,167.2,7,0.0,1.5
2021-03-14 04:00:00,22,24,23,22,23,0,5.4,0.8,98,0.0,167.2,7,0.0,1.5
2021-03-14 05:00:00,22,22,23,27,24,0,7.1,2.5,95,0.0,167.2,7,0.0,1.5
2021-03-14 06:00:00,25,22,22,22,23,0,6.7,1.4,96,0.0,167.2,7,0.0,1.5
2021-03-14 07:00:00,26,38,71,112,62,0,7.5,1.9,81,0.0,167.2,7,0.0,1.5
2021-03-14 08:00:00,154,175,197,204,183,0,7.5,0.6,87,0.0,167.2,7,0.0,1.5
2021-03-14 09:00:00,185,178,170,180,178,0,9.7,2.2,72,0.0,167.2,7,0.0,1.0
2021-03-14 10:00:00,157,180,180,167,171,0,12.0,2.2,63,0.0,167.2,7,0.0,1.0
2021-03-14 11:00:00,173,190,187,175,181,0,13.8,2.5,55,0.0,167.2,7,0.0,1.0
2021-03-14 12:00:00,123,104,108,140,119,0,14.4,1.3,51,0.0,167.2,7,0.0,1.0
2021-03-14 13:00:00,175,187,192,188,186,0,14.6,2.5,48,0.0,167.2,7,0.0,1.0
2021-03-14 14:00:00,185,174,172,176,177,0,15.9,2.2,47,0.0,167.2,7,0.0,1.0
2021-03-14 15:00:00,148,181,190,192,178,0,16.0,2.2,45,0.0,167.2,7,0.0,1.0
2021-03-14 16:00:00,180,168,169,168,171,0,14.1,1.9,55,0.0,167.2,7,0.0,1.0
2021-03-14 17:00:00,130,117,159,179,146,0,13.3,2.0,59,0.0,167.2,7,0.0,1.0
2021-03-14 18:00:00,182,182,169,158,173,0,12.6,2.0,63,0.0,167.2,7,0.0,1.5
2021-03-14 19:00:00,164,158,157,122,150,0,11.4,0.8,67,0.0,167.2,7,0.0,1.5
2021-03-14 20:00:00,109,121,121,126,119,0,10.7,0.9,72,0.0,167.2,7,0.0,1.5
2021-03-14 21:00:00,120,122,125,125,123,0,10.0,1.5,74,0.0,167.2,7,0.0,1.5
2021-03-14 22:00:00,100,108,109,129,112,0,10.2,2.6,75,0.0,167.2,7,0.0,1.5
